Entity Identifier;EntityType Identifier;Categories;File name (file_name);Image stock number (eth_image_stock_number);Photographer (eth_photographer);"Title (title;en)";"Description (description;en)";Dating (eth_dating);"Is part of (eth_is_part_of;en)";Impressum (eth_imprint);"Physical description (eth_physical_description;en)";"Dimension (eth_dimension;en)";Special size (eth_special_dimensions);"Orientation (eth_form;en)";"Colour (eth_colour;en)";DOI Link (eth_doi_link);License (eth_license);"Availabilty (eth_availability;en)";"Copyright notice (eth_copyright_notice;en)";"Comments (eth_comments;en)"
420f4982-a2b0-4b48-b7ba-bfa8bb5c7b69;AssetSet;99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 5b38626f-8e72-4808-9656-67c1c1d0dc4f, e9827f1f-5dd6-4000-b058-78634349fd3c, bf8854cf-327e-471d-a270-2af6c26d2a9a, 31993de7-263a-4ab3-bd81-1ac7a7bbdab7, 9aeb093e-617c-4596-b315-55c8b941ae99, c2ae3c4e-7786-4d2f-8a04-c6edebb793cd, e334a879-6648-4907-9ad6-a86d3d587f94, 11fee652-bcdf-4563-b0ce-a2a0ac518bcc, 07d00d08-8631-47f0-b93e-f1bdb45f9a87, 4b74515e-9221-4cd6-a215-e32cbe1e456d, 6bd2f777-b71d-42d1-9553-328578b65039, 402d0167-58b4-488c-97ef-0fbebc842882, 676abce2-153e-46bd-8b0a-41f018449fdf, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-04983.tif;4983;Swissair, Fotograf;Runway lighting at Zurich-Kloten Airport;Night shot;ca. 1948;;;Photography : nitrate-negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000229538;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-04983;
4be5a65c-d09e-4350-8ed6-e800ff59cb59;AssetSet;bf8854cf-327e-471d-a270-2af6c26d2a9a, b27a5373-b503-4aaf-9535-e91a8b6b2ba1, a0f54f53-a526-41aa-8637-2ca452d9a41b, d54223df-d85d-4b78-bc22-77f898f719b3, c0f08837-0d25-4c20-a26f-ba4cbbd5756d, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 50c06da6-d646-44fc-ab67-53d0dbe5b829, e334a879-6648-4907-9ad6-a86d3d587f94, 59896f01-75e5-4263-a9b3-9a2be010caca, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, b0f9a59e-c66e-4b99-a5e7-e8d51262d0d5, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 3742b87e-fa0c-47a2-a95b-8bea54e1ac8a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-04989.tif;4989;Swissair, Fotograf;Flight reservation at Swissair's Central Administration Building (Higra) at Hirschengraben 84 in Zurich;The Central Administration Building was abbreviated by Swissair employees as Higra;1948-1955;Hirschengraben, 1948. reportage with approx. 15 pictures (selection digitized, no additional motifs available);;Photography : nitrate-negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000229543;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-04989;
4b6a5634-3f6a-4950-b343-790f7c60c2e1;AssetSet;33e35255-026a-406c-9ef1-a5e68c6ae47e, 41feb4b8-55db-4665-8455-927f734544f3, 44713c9b-6183-4512-a4ea-f7b0d9749f59, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 36c5613e-aa5a-4173-962d-796f0df8cf68, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 676abce2-153e-46bd-8b0a-41f018449fdf, 59896f01-75e5-4263-a9b3-9a2be010caca, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 190034d4-940d-4004-89a6-5d9f6a8a5496, bf8854cf-327e-471d-a270-2af6c26d2a9a, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-05243.tif;5243;Swissair, Fotograf;Blind flight training: Link trainer for instrument flight;Link trainer for instrument flight in the barracks behind the Swissair shipyard in Kloten;1948-1955;;;Photography : nitrate-negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000230237;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-05243;
63907f14-5780-4711-9481-30b11d87467a;AssetSet;59896f01-75e5-4263-a9b3-9a2be010caca, 5ce0001f-dd4a-4d95-bfb4-3a3dc57e9c89, 874717db-23a7-49ce-a488-31d51cdbaf58, 8f1ce959-240d-431b-879f-7e3c5bdf5804, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 4696d908-1794-4451-8d4c-8116dcdaa70a, bf8854cf-327e-471d-a270-2af6c26d2a9a, a3b3b606-0547-4f0b-9102-acde8dece753, 2a10c466-2cd5-4055-a85b-b7b8b45bc100, e334a879-6648-4907-9ad6-a86d3d587f94, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, e49f950a-c967-4c85-a98f-9e9cdb35b799, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-05317.tif;5317;Swissair, Fotograf;In the newly opened Aérogare airport building in Geneva-Cointrin;;20.05.1949;Opening of Aérogare Geneva, 1949. Reportage with approx. 25 pictures (selection digitized, no additional motifs available).;;Photography : nitrate-negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000230583;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-05317;
633e4a04-3187-4bdd-b240-fceb850b4f41;AssetSet;ec7c9000-f7f5-4485-a16e-107fd4ede087, aa022939-7c51-486f-a240-f8cc8714880f, 863d5565-bfc6-44a2-a84e-021f47583fd9, e334a879-6648-4907-9ad6-a86d3d587f94, 0cc2d2c7-e4d0-4818-8b22-e2bb075e9085, fe49158e-498e-479b-a695-36e2bf25e182, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 810bd695-b335-448c-9b40-557256606625, fec0bbd7-2bf8-498a-825c-59fa782228e3, bf8854cf-327e-471d-a270-2af6c26d2a9a, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 676abce2-153e-46bd-8b0a-41f018449fdf, 14709f32-a727-4799-b324-b28d66e34913, 36c5613e-aa5a-4173-962d-796f0df8cf68, 251bb946-7ad0-4fe5-9ebe-ac1a1c82d1c4, 33e35255-026a-406c-9ef1-a5e68c6ae47e, c036ecde-a5b4-45e7-95d7-e74cdfe7e731, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 35474658-7f4e-4e48-8dc6-81942bc97688, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, f0734acf-748c-4445-8364-efd2908da4a0, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-05353.tif;5353;Swissair, Fotograf;"Exhaust pipes of a Convair CV-240, behind it a Douglas DC-3 and the Convair CV-240-11, HB-IRS ""Glarus"" in front of temporary barracks at Zurich-Kloten Airport";;1949-1953;;;Photography : nitrate-negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000230610;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-05353;
cf8b512c-3b68-4152-9947-98eb2b59388d;AssetSet;ffba0cfe-4bb3-4f3f-8ed3-2589020ce0e5, 863d5565-bfc6-44a2-a84e-021f47583fd9, e334a879-6648-4907-9ad6-a86d3d587f94, 5e057f1b-962e-4d2a-b74c-1808280d8ced, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 676abce2-153e-46bd-8b0a-41f018449fdf, ec7c9000-f7f5-4485-a16e-107fd4ede087, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 41feb4b8-55db-4665-8455-927f734544f3, e669b15b-4bf7-480d-9b28-29c1bbafdb63, b905eb23-9ee8-46bd-a194-30715b2b658c, fe49158e-498e-479b-a695-36e2bf25e182, d32bbc1f-6931-4e22-8508-293b91bf8aaa, bf8854cf-327e-471d-a270-2af6c26d2a9a, f0734acf-748c-4445-8364-efd2908da4a0, 874717db-23a7-49ce-a488-31d51cdbaf58, 36c5613e-aa5a-4173-962d-796f0df8cf68, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, 14709f32-a727-4799-b324-b28d66e34913, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-05821.tif;5821;Swissair, Fotograf;Convair CV-240 in front of the not yet opened control tower at Zurich-Kloten airport;Tower before the opening in 1953 at Zurich-Kloten Airport;ca. 1953;;;Photography : nitrate-negative;Other size;6,8 x 9 cm;Vertical;black and white;http://doi.org/10.3932/ethz-a-000231599;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-05821;
f7214b67-eb68-414a-baea-30a2814c9da1;AssetSet;f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 14709f32-a727-4799-b324-b28d66e34913, c66e9fb7-938e-4388-9306-c1f438a09a71, d6c93d5d-2bc7-4301-8644-1b5b772d6282, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, 36c5613e-aa5a-4173-962d-796f0df8cf68, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 33e35255-026a-406c-9ef1-a5e68c6ae47e, e334a879-6648-4907-9ad6-a86d3d587f94, b905eb23-9ee8-46bd-a194-30715b2b658c, fe49158e-498e-479b-a695-36e2bf25e182, ae08007e-f907-4a65-bbcb-9d4d893efd62, 863d5565-bfc6-44a2-a84e-021f47583fd9, bf8854cf-327e-471d-a270-2af6c26d2a9a, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-05841.tif;5841;Swissair, Fotograf;"Take-off accident of Douglas C-54 E-5 DO Douglas DC-4, HB-ILU ""Unterwalden"" on a training flight";Take-off accident during a DC-4 training with 10 pre-war Lufthansa flight captains on 09.09.1952. The aircraft ran over the runway and the nose wheel was torn off;09.09.1952;Take-off accident at a DC-4 training, 1952. Reportage with approx. 15 pictures (selection digitized, no additional motifs available);;Photography : nitrate-negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000231617;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-05841;
f53a7c42-f5b9-4a6d-aab7-bc435679bf93;AssetSet;ffba0cfe-4bb3-4f3f-8ed3-2589020ce0e5, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 14709f32-a727-4799-b324-b28d66e34913, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 36c5613e-aa5a-4173-962d-796f0df8cf68, bc01789e-8ab6-4a15-92e8-163a3e499f35, 98924d7b-dd0e-4025-9c31-1aa33fa99476, 41feb4b8-55db-4665-8455-927f734544f3, 874717db-23a7-49ce-a488-31d51cdbaf58, bf8854cf-327e-471d-a270-2af6c26d2a9a, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, 13259ed2-0be4-47db-bc42-50db1641398e, fe49158e-498e-479b-a695-36e2bf25e182, 863d5565-bfc6-44a2-a84e-021f47583fd9, 676abce2-153e-46bd-8b0a-41f018449fdf, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 0f59037b-39ff-4fb6-ab7c-22e4dca46747, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, e334a879-6648-4907-9ad6-a86d3d587f94, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-05964.tif;5964;Swissair, Fotograf;Swissair's Douglas DC-4 in front of the control tower at Zurich-Kloten;;3/1953;;;Photography : nitrate-negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000231654;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-05964;
59820b8c-2600-4194-b19c-cc1a1b2af129;AssetSet;51ac28e8-124f-48a0-8b21-098fecc24ea6, bf8854cf-327e-471d-a270-2af6c26d2a9a, 351ae059-5dcf-4d9f-9f1d-353ff767d8dc, a0f54f53-a526-41aa-8637-2ca452d9a41b, e334a879-6648-4907-9ad6-a86d3d587f94, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 3742b87e-fa0c-47a2-a95b-8bea54e1ac8a, 863d5565-bfc6-44a2-a84e-021f47583fd9, 5f58b7d9-4e65-4f8c-b3ec-4d074bcc4070, fe49158e-498e-479b-a695-36e2bf25e182, 14709f32-a727-4799-b324-b28d66e34913, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, b9fd2ff1-b04e-42b7-ac8b-3416dbad7776, fe215b41-6c29-4ee3-83bd-51130280a184, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 36c5613e-aa5a-4173-962d-796f0df8cf68, f2939c2a-3d80-4131-ac43-2d32325703de, d54223df-d85d-4b78-bc22-77f898f719b3, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-09010-06.tif;9010-6;Swissair, Fotograf;View from the restaurant in Dübendorf to the terrace and a Douglas DC-3 of the Danish Airline, ca. 1946-1948;In the background: DC-3 of Danish Airline;1946-1948;;;Photography : nitrate-negative;2,4 x 3,6 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000234497;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-09010-06;
75703ee4-ed7d-444f-ad4e-6eaed9fecf65;AssetSet;bf8854cf-327e-471d-a270-2af6c26d2a9a, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 41feb4b8-55db-4665-8455-927f734544f3, 4b74515e-9221-4cd6-a215-e32cbe1e456d, 95f3919c-0601-4a88-845b-ec4fc12be5d1, e669b15b-4bf7-480d-9b28-29c1bbafdb63, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 11fee652-bcdf-4563-b0ce-a2a0ac518bcc, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, e9827f1f-5dd6-4000-b058-78634349fd3c, eeeebc27-f364-4398-9672-308dcc4aee9a, 847a6626-e8c9-44fe-bc16-78ae9b00c02c, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 676abce2-153e-46bd-8b0a-41f018449fdf, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR01-09039.tif;9039;Swissair, Fotograf;Entrance stairs at Zurich-Kloten airport;Freestanding boarding stairs with Swissair lettering;1948-1960;;;Photography : nitrate-negative;6 x 6 cm;;Square;black and white;http://doi.org/10.3932/ethz-a-000234647;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR01-09039;
ca4c7685-8a9c-4d7f-957e-eb945e3b190e;AssetSet;e334a879-6648-4907-9ad6-a86d3d587f94, 14709f32-a727-4799-b324-b28d66e34913, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 863d5565-bfc6-44a2-a84e-021f47583fd9, 36c5613e-aa5a-4173-962d-796f0df8cf68, 11fee652-bcdf-4563-b0ce-a2a0ac518bcc, a10e37b8-4ff1-4274-86e5-7300d41dbf6e, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, fe49158e-498e-479b-a695-36e2bf25e182, d32bbc1f-6931-4e22-8508-293b91bf8aaa, c419b336-4719-4555-ace4-b35f2b51e19c, 13259ed2-0be4-47db-bc42-50db1641398e, a15e2d4d-0dd4-4b16-b4bf-dde8f2bf015c, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, bf8854cf-327e-471d-a270-2af6c26d2a9a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR02-10857.tif;10857;Swissair;Douglas C-47 B-5-DK DC-3 Freighter, HB-IRD in flight over Lake Zurich;;29.06.1946;;;Photography : glass-plate positive;13 x 18 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000275877;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR02-10857;
50a3aeee-57ae-4c69-a515-ccb1c2ab8a17;AssetSet;f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 05a01383-41e1-4c07-9e45-dbe5eb5bab35, 4b0cdb9d-e6f3-4995-8b35-4f1f0031dad7, 41feb4b8-55db-4665-8455-927f734544f3, 10d0fdd9-7e0b-4c0f-a165-273cc552e91c, c419b336-4719-4555-ace4-b35f2b51e19c, a15e2d4d-0dd4-4b16-b4bf-dde8f2bf015c, 86878cfe-c003-4af0-8340-aa0e83f0211c, b27a5373-b503-4aaf-9535-e91a8b6b2ba1, d32bbc1f-6931-4e22-8508-293b91bf8aaa, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, d54223df-d85d-4b78-bc22-77f898f719b3, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, a0f54f53-a526-41aa-8637-2ca452d9a41b, bf8854cf-327e-471d-a270-2af6c26d2a9a, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR02-10885.tif;10885;Swissair, Fotograf;Douglas C-47 B-5-DK DC-3 Freighter, HB-IRD in flight over Kreis 4 in Zurich;Bakery plant and school plant field;29.06.1946;;;Photography : glass-plate positive;13 x 18 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000449391;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR02-10885;"Anton Heer: see also image LBS_SR02-10885-A; about the middle of the bakery complex and the school complex field."
34a533c9-b517-4536-9cb3-a0859f471db4;AssetSet;fe49158e-498e-479b-a695-36e2bf25e182, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 8886aa2c-1fb2-4e55-80d2-0bf186296e02, bcf56243-5e0a-4591-980d-2a83fc29567d, 645dbfc7-98e1-40af-a7b3-4f973dd65538, 13259ed2-0be4-47db-bc42-50db1641398e, 85ba29e3-4576-48ac-968c-dd178ff708a7, 04d8e311-b1b7-47fa-bb30-64ec17181a6e, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, 180f7c2c-afe6-4cc1-b3a1-45311043b437, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 41feb4b8-55db-4665-8455-927f734544f3, bf8854cf-327e-471d-a270-2af6c26d2a9a, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 14709f32-a727-4799-b324-b28d66e34913, c1b25adc-14c6-4c11-b974-ce0c734102a0, 863d5565-bfc6-44a2-a84e-021f47583fd9, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-02052.tif;2052;Swissair, Fotograf;Douglas DC-8-62, HB-IDF in flight in front of the Palos Verdes Peninsula near Los Angeles, California, looking northeast (NE);Above center: Palos Verdes, left: Los Angeles, above right: Long Beach. Flown by Swissair from 1968 to 1983;1968-1983;;;Photography : negative;9 x 12 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000237028;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-02052;Koni Kreis: ... in flight off the Palos Verdes Peninsula near Los Angeles, California, looking northeast (NE). Same image as LBS_SR03-08754. Above center: Palos Verdes, left: Los Angeles, above right: Long Beach
74e41406-faf8-45ea-8e8a-14a2bb0ecafc;AssetSet;33e35255-026a-406c-9ef1-a5e68c6ae47e, bf8854cf-327e-471d-a270-2af6c26d2a9a, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, ec7c9000-f7f5-4485-a16e-107fd4ede087, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, 41feb4b8-55db-4665-8455-927f734544f3, d32bbc1f-6931-4e22-8508-293b91bf8aaa, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, 67482760-0af6-4643-ad25-78809e70f65d, 863d5565-bfc6-44a2-a84e-021f47583fd9, 36c5613e-aa5a-4173-962d-796f0df8cf68, 14709f32-a727-4799-b324-b28d66e34913, 0337a926-64b5-44b9-a74c-96d003dc01e3, fe49158e-498e-479b-a695-36e2bf25e182, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-03469.tif;3469;Swissair, Fotograf;"Douglas DC-4-1009 A, HB-ILA ""Genève"" flying over New York in the first year of Swissair's scheduled flights to the USA";Photo montage and retouching for advertising purposes;1947;;;Photography : glass-plate positive;13 x 18 cm;;Vertical;black and white;http://doi.org/10.3932/ethz-a-000234709;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-03469;
dd8d1275-9d47-4881-b1f0-bc1078ee04f3;AssetSet;08897d07-a19a-42ec-8c8d-871ea491fc2d, bf8854cf-327e-471d-a270-2af6c26d2a9a, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 863d5565-bfc6-44a2-a84e-021f47583fd9, 14709f32-a727-4799-b324-b28d66e34913, 676abce2-153e-46bd-8b0a-41f018449fdf, d457cfd4-a711-409b-b008-3fc17706f890, 11fee652-bcdf-4563-b0ce-a2a0ac518bcc, 13259ed2-0be4-47db-bc42-50db1641398e, d3eb50b5-a6e5-4441-92c3-489027016871, 874717db-23a7-49ce-a488-31d51cdbaf58, 10fa1832-9072-478b-a522-8645cddf8d65, 5b38626f-8e72-4808-9656-67c1c1d0dc4f, d32bbc1f-6931-4e22-8508-293b91bf8aaa, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 88642a59-74b2-4b4f-aee6-64e75ae9425e, 41feb4b8-55db-4665-8455-927f734544f3, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-04026.tif;4026;Swissair, Fotograf;Aerial view of Zurich-Kloten airport;;06.05.1964;;;Photography : negative;13 x 18 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000236652;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-04026;
76ff7aea-92b5-4a9e-9981-ac85e2ea4513;AssetSet;99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 72ac472b-783b-48cb-9d3a-3d2d43e37a20, 88642a59-74b2-4b4f-aee6-64e75ae9425e, 14709f32-a727-4799-b324-b28d66e34913, e669b15b-4bf7-480d-9b28-29c1bbafdb63, bf8854cf-327e-471d-a270-2af6c26d2a9a, fe49158e-498e-479b-a695-36e2bf25e182, 08897d07-a19a-42ec-8c8d-871ea491fc2d, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 41feb4b8-55db-4665-8455-927f734544f3, 676abce2-153e-46bd-8b0a-41f018449fdf, d32bbc1f-6931-4e22-8508-293b91bf8aaa, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 874717db-23a7-49ce-a488-31d51cdbaf58, 13259ed2-0be4-47db-bc42-50db1641398e, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-04027.tif;4027;Swissair, Fotograf;Extension of the airport building in Zurich-Kloten;In the foreground a Sud-Aviation SE-210 Caravelle of SAS and a Convair CV-990 Coronado of Swissair;17.05.1966;;;Photography : negative;13 x 18 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000236653;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-04027;
f30a13de-9f15-44cb-a4ad-1eb7b055b1d5;AssetSet;efd10ee1-2db8-4030-b6ef-2605b3dac687, e334a879-6648-4907-9ad6-a86d3d587f94, fe49158e-498e-479b-a695-36e2bf25e182, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, d32bbc1f-6931-4e22-8508-293b91bf8aaa, bf8854cf-327e-471d-a270-2af6c26d2a9a, 53ebaa5b-906c-4f3b-81bb-63c2b285e4bd, 863d5565-bfc6-44a2-a84e-021f47583fd9, e669b15b-4bf7-480d-9b28-29c1bbafdb63, 14709f32-a727-4799-b324-b28d66e34913, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 36c5613e-aa5a-4173-962d-796f0df8cf68, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 676abce2-153e-46bd-8b0a-41f018449fdf, 847a6626-e8c9-44fe-bc16-78ae9b00c02c, f0734acf-748c-4445-8364-efd2908da4a0, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-05520.tif;5520;Swissair;Passengers disembarking from a Swissair Douglas DC-6B at Zurich-Kloten;DC-6 B, HB-IBA with disembarking passengers;1951-1962;;;Photography : glass-plate positive;13 x 18 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000235681;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-05520;
f8985473-f8b9-464f-991c-5760647708af;AssetSet;bf8854cf-327e-471d-a270-2af6c26d2a9a, dea1882d-6694-48ff-a7c9-aedc15cf7526, 444cbf98-db2a-4f70-83e6-dd3b2c2fa966, e49f950a-c967-4c85-a98f-9e9cdb35b799, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, 0b4f3aa1-9c46-443c-b7f2-c211005d1ff4, b27a5373-b503-4aaf-9535-e91a8b6b2ba1, 8a5f6e44-7e57-42e5-95ee-1afe83de9fbd, 85ba29e3-4576-48ac-968c-dd178ff708a7, 33e35255-026a-406c-9ef1-a5e68c6ae47e, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-05556.tif;5556;Swissair;Zurich, Bahnhofstrasse 88, shop window of the fashion house Feldpausch with advertisement for the Douglas DC-6B;Architect: Paolo Mariotta;9/1951;;;Photography : glass-plate positive;13 x 18 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000235706;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-05556;Camille Bamert: Bahnhofstrasse 88. architect: Paolo Mariotta
34327984-739d-4297-bc59-12763bbd8cc6;AssetSet;ae956552-9c2d-489e-b4f8-50989b346302, 3742b87e-fa0c-47a2-a95b-8bea54e1ac8a, 59896f01-75e5-4263-a9b3-9a2be010caca, bf8854cf-327e-471d-a270-2af6c26d2a9a, 99e4bca9-ee28-46a5-b01c-8cf7b4d7c51b, 3d041347-2877-4647-82b9-245fc3399096, ea96ec4f-3f39-4fa4-aa2c-a8395b392213, 33e35255-026a-406c-9ef1-a5e68c6ae47e, e334a879-6648-4907-9ad6-a86d3d587f94, 39a1a4c7-644f-4440-b834-0559a00c6dd6, 2532d151-864c-4c93-8af7-c8da8e6a5cd6, 5ce0001f-dd4a-4d95-bfb4-3a3dc57e9c89, f0dbd39c-57fe-4cfe-9b66-dafe424d9e7d, a0f54f53-a526-41aa-8637-2ca452d9a41b, 1e85b8c4-c9ff-408a-9f3b-d437b043524b, d54223df-d85d-4b78-bc22-77f898f719b3, 8ce4c623-ca9f-47af-bd6a-bb6f0a4582b4, b9820a39-b916-44d3-b0c9-18bb9e337a56, 226321f3-dbeb-49b9-8b3f-f40bd42cd9fc;LBS_SR03-05892.tif;5892;Swissair, Fotograf;"Sleeping berth in first class of Douglas DC-6B-1225, HB-IBI ""St. Gallen""";;15.12.1952;;;Photography : glass-plate positive;13 x 18 cm;;Horizontal;black and white;http://doi.org/10.3932/ethz-a-000235863;Creative Commons BY-SA 4.0;Free download and use;ETH Library Zurich, Image Archive / LBS_SR03-05892;
